Temperature - (Celsius), Year, Statistics, Country, ISO3
-0.0311, 1991, Jan Average, Afghanistan, AFG
1.43654, 1991, Feb Average, Afghanistan, AFG
6.88685, 1991, Mar Average, Afghanistan, AFG
12.9397, 1991, Apr Average, Afghanistan, AFG
17.0755, 1991, May Average, Afghanistan, AFG
23.0777, 1991, Jun Average, Afghanistan, AFG
25.571, 1991, Jul Average, Afghanistan, AFG
23.9673, 1991, Aug Average, Afghanistan, AFG
19.38, 1991, Sep Average, Afghanistan, AFG
12.8779, 1991, Oct Average, Afghanistan, AFG
7.31675, 1991, Nov Average, Afghanistan, AFG
4.23571, 1991, Dec Average, Afghanistan, AFG
0.74637, 1992, Jan Average, Afghanistan, AFG
2.46018, 1992, Feb Average, Afghanistan, AFG
5.71341, 1992, Mar Average, Afghanistan, AFG
11.6926, 1992, Apr Average, Afghanistan, AFG
16.1108, 1992, May Average, Afghanistan, AFG
22.8875, 1992, Jun Average, Afghanistan, AFG
24.7068, 1992, Jul Average, Afghanistan, AFG
22.8633, 1992, Aug Average, Afghanistan, AFG
17.8588, 1992, Sep Average, Afghanistan, AFG
12.6981, 1992, Oct Average, Afghanistan, AFG
8.32035, 1992, Nov Average, Afghanistan, AFG
4.47636, 1992, Dec Average, Afghanistan, AFG
-0.0835, 1993, Jan Average, Afghanistan, AFG
4.33465, 1993, Feb Average, Afghanistan, AFG
6.12034, 1993, Mar Average, Afghanistan, AFG
13.3735, 1993, Apr Average, Afghanistan, AFG
18.7452, 1993, May Average, Afghanistan, AFG
22.888, 1993, Jun Average, Afghanistan, AFG
24.632, 1993, Jul Average, Afghanistan, AFG
23.3201, 1993, Aug Average, Afghanistan, AFG
19.6343, 1993, Sep Average, Afghanistan, AFG
12.0373, 1993, Oct Average, Afghanistan, AFG
7.40369, 1993, Nov Average, Afghanistan, AFG
3.32008, 1993, Dec Average, Afghanistan, AFG
1.11415, 1994, Jan Average, Afghanistan, AFG
1.14112, 1994, Feb Average, Afghanistan, AFG
8.97734, 1994, Mar Average, Afghanistan, AFG
11.9926, 1994, Apr Average, Afghanistan, AFG
18.6745, 1994, May Average, Afghanistan, AFG
23.8788, 1994, Jun Average, Afghanistan, AFG
25.0045, 1994, Jul Average, Afghanistan, AFG
24.5555, 1994, Aug Average, Afghanistan, AFG
17.101, 1994, Sep Average, Afghanistan, AFG
12.5059, 1994, Oct Average, Afghanistan, AFG
9.5064, 1994, Nov Average, Afghanistan, AFG
2.50841, 1994, Dec Average, Afghanistan, AFG
0.92358, 1995, Jan Average, Afghanistan, AFG
2.96133, 1995, Feb Average, Afghanistan, AFG
6.36893, 1995, Mar Average, Afghanistan, AFG
12.2676, 1995, Apr Average, Afghanistan, AFG
18.1187, 1995, May Average, Afghanistan, AFG
23.4941, 1995, Jun Average, Afghanistan, AFG
25.7798, 1995, Jul Average, Afghanistan, AFG
24.376, 1995, Aug Average, Afghanistan, AFG
19.0225, 1995, Sep Average, Afghanistan, AFG
13.5466, 1995, Oct Average, Afghanistan, AFG
7.86943, 1995, Nov Average, Afghanistan, AFG
1.76217, 1995, Dec Average, Afghanistan, AFG
-0.4884, 1996, Jan Average, Afghanistan, AFG
2.86922, 1996, Feb Average, Afghanistan, AFG
7.29518, 1996, Mar Average, Afghanistan, AFG
13.2754, 1996, Apr Average, Afghanistan, AFG
17.2489, 1996, May Average, Afghanistan, AFG
22.8459, 1996, Jun Average, Afghanistan, AFG
24.7896, 1996, Jul Average, Afghanistan, AFG
23.3293, 1996, Aug Average, Afghanistan, AFG
20.2124, 1996, Sep Average, Afghanistan, AFG
12.8698, 1996, Oct Average, Afghanistan, AFG
5.62819, 1996, Nov Average, Afghanistan, AFG
3.12772, 1996, Dec Average, Afghanistan, AFG
1.08346, 1997, Jan Average, Afghanistan, AFG
2.14471, 1997, Feb Average, Afghanistan, AFG
6.98142, 1997, Mar Average, Afghanistan, AFG
12.498, 1997, Apr Average, Afghanistan, AFG
16.4327, 1997, May Average, Afghanistan, AFG
23.3475, 1997, Jun Average, Afghanistan, AFG
26, 1997, Jul Average, Afghanistan, AFG
23.9246, 1997, Aug Average, Afghanistan, AFG
19.8114, 1997, Sep Average, Afghanistan, AFG
14.2275, 1997, Oct Average, Afghanistan, AFG
5.86869, 1997, Nov Average, Afghanistan, AFG
2.09488, 1997, Dec Average, Afghanistan, AFG
0.37702, 1998, Jan Average, Afghanistan, AFG
1.63968, 1998, Feb Average, Afghanistan, AFG
7.0112, 1998, Mar Average, Afghanistan, AFG
14.8399, 1998, Apr Average, Afghanistan, AFG
18.3174, 1998, May Average, Afghanistan, AFG
22.6717, 1998, Jun Average, Afghanistan, AFG
25.7497, 1998, Jul Average, Afghanistan, AFG
24.2609, 1998, Aug Average, Afghanistan, AFG
19.7355, 1998, Sep Average, Afghanistan, AFG
14.2675, 1998, Oct Average, Afghanistan, AFG
7.85273, 1998, Nov Average, Afghanistan, AFG
4.55596, 1998, Dec Average, Afghanistan, AFG
0.53312, 1999, Jan Average, Afghanistan, AFG
4.96015, 1999, Feb Average, Afghanistan, AFG
7.70394, 1999, Mar Average, Afghanistan, AFG
14.4679, 1999, Apr Average, Afghanistan, AFG
19.0676, 1999, May Average, Afghanistan, AFG
24.0798, 1999, Jun Average, Afghanistan, AFG
25.8252, 1999, Jul Average, Afghanistan, AFG
24.483, 1999, Aug Average, Afghanistan, AFG
20.7824, 1999, Sep Average, Afghanistan, AFG
14.9555, 1999, Oct Average, Afghanistan, AFG
8.22556, 1999, Nov Average, Afghanistan, AFG
3.80288, 1999, Dec Average, Afghanistan, AFG
1.62425, 2000, Jan Average, Afghanistan, AFG
1.92871, 2000, Feb Average, Afghanistan, AFG
7.48463, 2000, Mar Average, Afghanistan, AFG
16.4319, 2000, Apr Average, Afghanistan, AFG
21.7835, 2000, May Average, Afghanistan, AFG
23.1498, 2000, Jun Average, Afghanistan, AFG
24.749, 2000, Jul Average, Afghanistan, AFG
23.9989, 2000, Aug Average, Afghanistan, AFG
19.6963, 2000, Sep Average, Afghanistan, AFG
13.8838, 2000, Oct Average, Afghanistan, AFG
6.76671, 2000, Nov Average, Afghanistan, AFG
3.78914, 2000, Dec Average, Afghanistan, AFG
-0.231, 2001, Jan Average, Afghanistan, AFG
2.98913, 2001, Feb Average, Afghanistan, AFG
8.45549, 2001, Mar Average, Afghanistan, AFG
15.7349, 2001, Apr Average, Afghanistan, AFG
21.5411, 2001, May Average, Afghanistan, AFG
24.0585, 2001, Jun Average, Afghanistan, AFG
25.3915, 2001, Jul Average, Afghanistan, AFG
23.9876, 2001, Aug Average, Afghanistan, AFG
19.0645, 2001, Sep Average, Afghanistan, AFG
13.9918, 2001, Oct Average, Afghanistan, AFG
8.41102, 2001, Nov Average, Afghanistan, AFG
4.7063, 2001, Dec Average, Afghanistan, AFG
1.81099, 2002, Jan Average, Afghanistan, AFG
3.04201, 2002, Feb Average, Afghanistan, AFG
9.28162, 2002, Mar Average, Afghanistan, AFG
14.2283, 2002, Apr Average, Afghanistan, AFG
19.4492, 2002, May Average, Afghanistan, AFG
23.6676, 2002, Jun Average, Afghanistan, AFG
25.3288, 2002, Jul Average, Afghanistan, AFG
24.8584, 2002, Aug Average, Afghanistan, AFG
19.2846, 2002, Sep Average, Afghanistan, AFG
15.1623, 2002, Oct Average, Afghanistan, AFG
7.97555, 2002, Nov Average, Afghanistan, AFG
1.69601, 2002, Dec Average, Afghanistan, AFG
1.64129, 2003, Jan Average, Afghanistan, AFG
3.51946, 2003, Feb Average, Afghanistan, AFG
7.63327, 2003, Mar Average, Afghanistan, AFG
13.9795, 2003, Apr Average, Afghanistan, AFG
16.5732, 2003, May Average, Afghanistan, AFG
23.36, 2003, Jun Average, Afghanistan, AFG
25.8287, 2003, Jul Average, Afghanistan, AFG
24.3286, 2003, Aug Average, Afghanistan, AFG
19.5703, 2003, Sep Average, Afghanistan, AFG
14.2839, 2003, Oct Average, Afghanistan, AFG
6.45859, 2003, Nov Average, Afghanistan, AFG
2.58429, 2003, Dec Average, Afghanistan, AFG
2.40628, 2004, Jan Average, Afghanistan, AFG
5.05846, 2004, Feb Average, Afghanistan, AFG
10.6776, 2004, Mar Average, Afghanistan, AFG
14.5146, 2004, Apr Average, Afghanistan, AFG
19.4212, 2004, May Average, Afghanistan, AFG
23.5871, 2004, Jun Average, Afghanistan, AFG
25.2224, 2004, Jul Average, Afghanistan, AFG
24.3188, 2004, Aug Average, Afghanistan, AFG
19.8138, 2004, Sep Average, Afghanistan, AFG
12.3066, 2004, Oct Average, Afghanistan, AFG
9.41479, 2004, Nov Average, Afghanistan, AFG
3.10866, 2004, Dec Average, Afghanistan, AFG
0.33975, 2005, Jan Average, Afghanistan, AFG
0.80086, 2005, Feb Average, Afghanistan, AFG
9.18563, 2005, Mar Average, Afghanistan, AFG
13.5752, 2005, Apr Average, Afghanistan, AFG
16.9292, 2005, May Average, Afghanistan, AFG
23.7403, 2005, Jun Average, Afghanistan, AFG
25.7917, 2005, Jul Average, Afghanistan, AFG
23.968, 2005, Aug Average, Afghanistan, AFG
20.8035, 2005, Sep Average, Afghanistan, AFG
14.5482, 2005, Oct Average, Afghanistan, AFG
7.36499, 2005, Nov Average, Afghanistan, AFG
3.53897, 2005, Dec Average, Afghanistan, AFG
-0.5844, 2006, Jan Average, Afghanistan, AFG
6.36982, 2006, Feb Average, Afghanistan, AFG
9.07679, 2006, Mar Average, Afghanistan, AFG
14.7185, 2006, Apr Average, Afghanistan, AFG
21.7727, 2006, May Average, Afghanistan, AFG
23.2928, 2006, Jun Average, Afghanistan, AFG
25.9808, 2006, Jul Average, Afghanistan, AFG
24.38, 2006, Aug Average, Afghanistan, AFG
19.3212, 2006, Sep Average, Afghanistan, AFG
16.3872, 2006, Oct Average, Afghanistan, AFG
8.09956, 2006, Nov Average, Afghanistan, AFG
1.19483, 2006, Dec Average, Afghanistan, AFG
0.50812, 2007, Jan Average, Afghanistan, AFG
3.83634, 2007, Feb Average, Afghanistan, AFG
7.24586, 2007, Mar Average, Afghanistan, AFG
16.5387, 2007, Apr Average, Afghanistan, AFG
19.1082, 2007, May Average, Afghanistan, AFG
23.8027, 2007, Jun Average, Afghanistan, AFG
25.1984, 2007, Jul Average, Afghanistan, AFG
23.979, 2007, Aug Average, Afghanistan, AFG
19.5104, 2007, Sep Average, Afghanistan, AFG
11.8312, 2007, Oct Average, Afghanistan, AFG
8.87729, 2007, Nov Average, Afghanistan, AFG
1.69748, 2007, Dec Average, Afghanistan, AFG
-4.1737, 2008, Jan Average, Afghanistan, AFG
0.89203, 2008, Feb Average, Afghanistan, AFG
11.7119, 2008, Mar Average, Afghanistan, AFG
14.5478, 2008, Apr Average, Afghanistan, AFG
20.8788, 2008, May Average, Afghanistan, AFG
25.4792, 2008, Jun Average, Afghanistan, AFG
26.1291, 2008, Jul Average, Afghanistan, AFG
24.0675, 2008, Aug Average, Afghanistan, AFG
20.0349, 2008, Sep Average, Afghanistan, AFG
14.8832, 2008, Oct Average, Afghanistan, AFG
7.17362, 2008, Nov Average, Afghanistan, AFG
3.40945, 2008, Dec Average, Afghanistan, AFG
1.53049, 2009, Jan Average, Afghanistan, AFG
4.82674, 2009, Feb Average, Afghanistan, AFG
10.1183, 2009, Mar Average, Afghanistan, AFG
11.8273, 2009, Apr Average, Afghanistan, AFG
19.4634, 2009, May Average, Afghanistan, AFG
22.0704, 2009, Jun Average, Afghanistan, AFG
25.7536, 2009, Jul Average, Afghanistan, AFG
25.4188, 2009, Aug Average, Afghanistan, AFG
20.2366, 2009, Sep Average, Afghanistan, AFG
13.3825, 2009, Oct Average, Afghanistan, AFG
7.23475, 2009, Nov Average, Afghanistan, AFG
3.5232, 2009, Dec Average, Afghanistan, AFG
3.18115, 2010, Jan Average, Afghanistan, AFG
2.94048, 2010, Feb Average, Afghanistan, AFG
10.9348, 2010, Mar Average, Afghanistan, AFG
16.0153, 2010, Apr Average, Afghanistan, AFG
19.0795, 2010, May Average, Afghanistan, AFG
23.3312, 2010, Jun Average, Afghanistan, AFG
25.2624, 2010, Jul Average, Afghanistan, AFG
24.1389, 2010, Aug Average, Afghanistan, AFG
18.8161, 2010, Sep Average, Afghanistan, AFG
15.7737, 2010, Oct Average, Afghanistan, AFG
7.3301, 2010, Nov Average, Afghanistan, AFG
2.46686, 2010, Dec Average, Afghanistan, AFG
0.58207, 2011, Jan Average, Afghanistan, AFG
2.48703, 2011, Feb Average, Afghanistan, AFG
8.27917, 2011, Mar Average, Afghanistan, AFG
14.8614, 2011, Apr Average, Afghanistan, AFG
21.2962, 2011, May Average, Afghanistan, AFG
25.1002, 2011, Jun Average, Afghanistan, AFG
25.5349, 2011, Jul Average, Afghanistan, AFG
25.0517, 2011, Aug Average, Afghanistan, AFG
19.6493, 2011, Sep Average, Afghanistan, AFG
14.4057, 2011, Oct Average, Afghanistan, AFG
6.98109, 2011, Nov Average, Afghanistan, AFG
0.50918, 2011, Dec Average, Afghanistan, AFG
-0.5329, 2012, Jan Average, Afghanistan, AFG
-0.3738, 2012, Feb Average, Afghanistan, AFG
7.07321, 2012, Mar Average, Afghanistan, AFG
14.4267, 2012, Apr Average, Afghanistan, AFG
18.8992, 2012, May Average, Afghanistan, AFG
23.2849, 2012, Jun Average, Afghanistan, AFG
26.2565, 2012, Jul Average, Afghanistan, AFG
24.5623, 2012, Aug Average, Afghanistan, AFG
19.2339, 2012, Sep Average, Afghanistan, AFG
13.6072, 2012, Oct Average, Afghanistan, AFG
7.01731, 2012, Nov Average, Afghanistan, AFG
2.26085, 2012, Dec Average, Afghanistan, AFG
1.5778, 2013, Jan Average, Afghanistan, AFG
3.08646, 2013, Feb Average, Afghanistan, AFG
7.5901, 2013, Mar Average, Afghanistan, AFG
13.4938, 2013, Apr Average, Afghanistan, AFG
19.6124, 2013, May Average, Afghanistan, AFG
24.9157, 2013, Jun Average, Afghanistan, AFG
26.4471, 2013, Jul Average, Afghanistan, AFG
24.4465, 2013, Aug Average, Afghanistan, AFG
21.4541, 2013, Sep Average, Afghanistan, AFG
14.9802, 2013, Oct Average, Afghanistan, AFG
7.73942, 2013, Nov Average, Afghanistan, AFG
2.85806, 2013, Dec Average, Afghanistan, AFG
1.90191, 2014, Jan Average, Afghanistan, AFG
-0.2883, 2014, Feb Average, Afghanistan, AFG
7.97563, 2014, Mar Average, Afghanistan, AFG
13.8125, 2014, Apr Average, Afghanistan, AFG
19.2834, 2014, May Average, Afghanistan, AFG
24.8129, 2014, Jun Average, Afghanistan, AFG
26.3007, 2014, Jul Average, Afghanistan, AFG
25.1178, 2014, Aug Average, Afghanistan, AFG
21.4651, 2014, Sep Average, Afghanistan, AFG
14.3478, 2014, Oct Average, Afghanistan, AFG
6.67635, 2014, Nov Average, Afghanistan, AFG
2.36981, 2014, Dec Average, Afghanistan, AFG
1.95516, 2015, Jan Average, Afghanistan, AFG
3.41743, 2015, Feb Average, Afghanistan, AFG
6.99841, 2015, Mar Average, Afghanistan, AFG
14.7501, 2015, Apr Average, Afghanistan, AFG
19.4289, 2015, May Average, Afghanistan, AFG
25.094, 2015, Jun Average, Afghanistan, AFG
26.3264, 2015, Jul Average, Afghanistan, AFG
24.1008, 2015, Aug Average, Afghanistan, AFG
19.0854, 2015, Sep Average, Afghanistan, AFG
14.842, 2015, Oct Average, Afghanistan, AFG
7.47879, 2015, Nov Average, Afghanistan, AFG
2.92567, 2015, Dec Average, Afghanistan, AFG
3.56651, 2016, Jan Average, Afghanistan, AFG
4.34688, 2016, Feb Average, Afghanistan, AFG
8.86882, 2016, Mar Average, Afghanistan, AFG
14.4279, 2016, Apr Average, Afghanistan, AFG
20.367, 2016, May Average, Afghanistan, AFG
25.003, 2016, Jun Average, Afghanistan, AFG
26.7011, 2016, Jul Average, Afghanistan, AFG
24.504, 2016, Aug Average, Afghanistan, AFG
21.6552, 2016, Sep Average, Afghanistan, AFG
13.936, 2016, Oct Average, Afghanistan, AFG
6.16051, 2016, Nov Average, Afghanistan, AFG
4.62586, 2016, Dec Average, Afghanistan, AFG
